s,Pa,Pa,m/s,m/s,m/s,m3/s
 1.2775602E+002,-6.7371240E-003,-7.0366100E-004, 1.2261957E-001,-6.7684421E-004,-6.9509731E-004, 9.0000000E-001
 1.2838847E+002,-6.7219038E-003,-7.0923070E-004, 1.2265186E-001,-6.5746082E-004,-3.9599076E-004, 9.0000000E-001
 1.2902093E+002,-6.7122255E-003,-7.0152136E-004, 1.2256109E-001,-3.3524960E-005,-3.0473150E-004, 9.0000000E-001
 1.2965338E+002,-6.7080648E-003,-6.9473204E-004, 1.2235652E-001, 8.5811013E-004,-4.3964866E-004, 9.0000000E-001
 1.3036490E+002,-6.7059821E-003,-7.1388805E-004, 1.2203275E-001, 1.5655743E-003,-7.2892884E-004, 9.0000000E-001
 1.3099735E+002,-6.7043909E-003,-7.5713803E-004, 1.2164194E-001, 1.6488600E-003,-9.9426570E-004, 9.0000000E-001
 1.3162981E+002,-6.7054157E-003,-7.8412690E-004, 1.2127738E-001, 1.1109804E-003,-1.0858117E-003, 9.0000000E-001
 1.3226226E+002,-6.7118617E-003,-7.8527155E-004, 1.2100558E-001, 2.6697215E-004,-9.8956369E-004, 9.0000000E-001
 1.3289472E+002,-6.7236842E-003,-7.8006435E-004, 1.2091559E-001,-4.7181928E-004,-7.7316044E-004, 9.0000000E-001
 1.3352717E+002,-6.7356758E-003,-8.0489205E-004, 1.2105932E-001,-7.8558485E-004,-5.5330543E-004, 9.0000000E-001
 1.3423869E+002,-6.7431094E-003,-8.6731846E-004, 1.2144591E-001,-5.7721752E-004,-4.2483551E-004, 9.0000000E-001
 1.3487114E+002,-6.7425315E-003,-9.3460175E-004, 1.2194721E-001,-6.4361526E-005,-4.3387970E-004, 9.0000000E-001
 1.3550360E+002,-6.7384311E-003,-9.8221012E-004, 1.2235480E-001, 3.5062373E-004,-5.2369302E-004, 9.0000000E-001
 1.3613605E+002,-6.7346820E-003,-1.0076796E-003, 1.2253891E-001, 4.5989936E-004,-6.0202583E-004, 9.0000000E-001
 1.3676851E+002,-6.7335116E-003,-1.0297178E-003, 1.2241252E-001, 2.7689931E-004,-5.9240002E-004, 9.0000000E-001
 1.3740096E+002,-6.7351812E-003,-1.0767919E-003, 1.2199938E-001, 4.5743459E-005,-4.7225102E-004, 9.0000000E-001
 1.3803342E+002,-6.7395538E-003,-1.1474736E-003, 1.2143183E-001, 8.6747183E-005,-2.7909953E-004, 9.0000000E-001
 1.3874493E+002,-6.7470810E-003,-1.2085791E-003, 1.2087568E-001, 6.4612520E-004,-7.4040634E-005, 9.0000000E-001
 1.3937739E+002,-6.7595876E-003,-1.2707654E-003, 1.2056523E-001, 1.6321682E-003, 4.4976386E-005, 9.0000000E-001
 1.4000984E+002,-6.7719165E-003,-1.3218221E-003, 1.2060597E-001, 2.6171780E-003, 5.0264942E-006, 9.0000000E-001
 1.4064230E+002,-6.7785261E-003,-1.3483270E-003, 1.2094915E-001, 3.2555644E-003,-2.2875216E-004, 9.0000000E-001
 1.4127475E+002,-6.7780812E-003,-1.3792689E-003, 1.2146981E-001, 3.3186466E-003,-6.6713202E-004, 9.0000000E-001
 1.4190721E+002,-6.7747790E-003,-1.4280714E-003, 1.2197866E-001, 2.8745381E-003,-1.2781455E-003, 9.0000000E-001
 1.4261872E+002,-6.7700981E-003,-1.4734491E-003, 1.2230026E-001, 2.2247969E-003,-2.0453434E-003, 9.0000000E-001
 1.4325118E+002,-6.7628836E-003,-1.5023509E-003, 1.2229348E-001, 1.8617843E-003,-2.8351771E-003, 9.0000000E-001
 1.4388363E+002,-6.7539635E-003,-1.4861795E-003, 1.2200605E-001, 2.0324083E-003,-3.4804958E-003, 9.0000000E-001
 1.4451609E+002,-6.7465853E-003,-1.4151451E-003, 1.2158247E-001, 2.5600704E-003,-3.8697769E-003, 9.0000000E-001
 1.4514854E+002,-6.7465251E-003,-1.3311148E-003, 1.2120285E-001, 2.9661497E-003,-3.8112943E-003, 9.0000000E-001
 1.4578100E+002,-6.7532156E-003,-1.2585133E-003, 1.2104581E-001, 2.6458926E-003,-3.1539180E-003, 9.0000000E-001
 1.4649251E+002,-6.7575361E-003,-1.1974876E-003, 1.2128069E-001, 1.0503087E-003,-1.8157441E-003, 9.0000000E-001
 1.4712497E+002,-6.7546557E-003,-1.1594612E-003, 1.2195848E-001,-1.7250041E-003,-1.5336044E-004, 9.0000000E-001
 1.4775742E+002,-6.7487841E-003,-1.1456937E-003, 1.2284848E-001,-4.8989489E-003, 1.2449211E-003, 9.0000000E-001
 1.4838988E+002,-6.7446497E-003,-1.1362148E-003, 1.2357433E-001,-7.9274402E-003, 2.1537605E-003, 9.0000000E-001
 1.4902233E+002,-6.7405969E-003,-1.1193700E-003, 1.2363274E-001,-1.0376961E-002, 2.6016836E-003, 9.0000000E-001
 1.4965479E+002,-6.7307707E-003,-1.1042086E-003, 1.2275850E-001,-1.2232090E-002, 2.8607048E-003, 9.0000000E-001
 1.5028725E+002,-6.7141157E-003,-1.0983250E-003, 1.2127956E-001,-1.3805358E-002, 3.1579016E-003, 9.0000000E-001
 1.5099876E+002,-6.6963032E-003,-1.1141921E-003, 1.2020724E-001,-1.5642750E-002, 3.5077300E-003, 9.0000000E-001
 1.5163121E+002,-6.6860437E-003,-1.1754450E-003, 1.2125743E-001,-1.8047919E-002, 3.5890854E-003, 9.0000000E-001
 1.5226367E+002,-6.6834197E-003,-1.2479762E-003, 1.2540252E-001,-2.0904865E-002, 3.0040779E-003, 9.0000000E-001
 1.5289612E+002,-6.6811556E-003,-1.2902193E-003, 1.3227541E-001,-2.3528574E-002, 1.4817154E-003, 9.0000000E-001
 1.5352858E+002,-6.6745314E-003,-1.2960015E-003, 1.3972260E-001,-2.3962898E-002,-1.1833313E-003, 9.0000000E-001
 1.5416104E+002,-6.6642493E-003,-1.2858232E-003, 1.4462073E-001,-2.0001491E-002,-5.1502269E-003, 9.0000000E-001
 1.5487255E+002,-6.6530480E-003,-1.2573929E-003, 1.4443695E-001,-1.0401408E-002,-1.0499296E-002, 9.0000000E-001
 1.5550500E+002,-6.6417249E-003,-1.2207670E-003, 1.3905685E-001, 2.0283165E-003,-1.5700875E-002, 9.0000000E-001
 1.5613746E+002,-6.6278933E-003,-1.1798896E-003, 1.3183879E-001, 1.2800325E-002,-1.8458453E-002, 9.0000000E-001
 1.5676992E+002,-6.6101800E-003,-1.0998616E-003, 1.2594749E-001, 2.0477985E-002,-1.7352294E-002, 9.0000000E-001
 1.5740237E+002,-6.5897475E-003,-9.8373977E-004, 1.2358393E-001, 2.4713331E-002,-1.2209665E-002, 9.0000000E-001
 1.5803483E+002,-6.5710931E-003,-8.5068714E-004, 1.2501936E-001, 2.6146849E-002,-5.3318797E-003, 9.0000000E-001
 1.5874634E+002,-6.5548176E-003,-6.9154641E-004, 1.2907225E-001, 2.5618934E-002,-5.1630007E-004, 9.0000000E-001
 1.5937879E+002,-6.5406437E-003,-5.5422573E-004, 1.3313934E-001, 2.3937054E-002,-1.5550388E-003, 9.0000000E-001
 1.6001125E+002,-6.5288970E-003,-4.6940822E-004, 1.3514512E-001, 2.1446011E-002,-7.6391297E-003, 9.0000000E-001
 1.6064371E+002,-6.5168125E-003,-4.0022104E-004, 1.3509157E-001, 1.7358817E-002,-1.4534798E-002, 9.0000000E-001
 1.6127616E+002,-6.5017386E-003,-3.3193213E-004, 1.3424147E-001, 1.0886620E-002,-1.7643961E-002, 9.0000000E-001
 1.6190862E+002,-6.4833302E-003,-2.6479191E-004, 1.3428203E-001, 2.7296607E-003,-1.5392329E-002, 9.0000000E-001
 1.6254107E+002,-6.4653451E-003,-2.1638383E-004, 1.3568698E-001,-4.3434111E-003,-9.8258216E-003, 9.0000000E-001
 1.6325258E+002,-6.4542594E-003,-2.1634521E-004, 1.3741250E-001,-6.9438758E-003,-3.8014502E-003, 9.0000000E-001
 1.6388504E+002,-6.4539566E-003,-2.7164801E-004, 1.3786723E-001,-3.2341250E-003, 6.0778418E-004, 9.0000000E-001
 1.6451750E+002,-6.4584665E-003,-3.4191954E-004, 1.3709386E-001, 4.0019916E-003, 4.0145682E-003, 9.0000000E-001
 1.6514995E+002,-6.4616650E-003,-4.0408866E-004, 1.3695416E-001, 1.0678152E-002, 8.3444127E-003, 9.0000000E-001
 1.6578241E+002,-6.4623705E-003,-4.5758859E-004, 1.3979393E-001, 1.3703087E-002, 1.4139734E-002, 9.0000000E-001
 1.6641486E+002,-6.4618067E-003,-4.9728306E-004, 1.4616026E-001, 1.2880686E-002, 2.0206898E-002, 9.0000000E-001
 1.6712637E+002,-6.4608966E-003,-5.2932091E-004, 1.5374352E-001, 1.0235469E-002, 2.4818264E-002, 9.0000000E-001
 1.6775883E+002,-6.4596388E-003,-5.7532159E-004, 1.5790818E-001, 7.9855495E-003, 2.6231950E-002, 9.0000000E-001
 1.6839129E+002,-6.4550539E-003,-6.3788149E-004, 1.5754113E-001, 5.4524417E-003, 2.4352164E-002, 9.0000000E-001
 1.6902374E+002,-6.4488823E-003,-7.0510053E-004, 1.5535057E-001, 9.2423838E-005, 1.9873529E-002, 9.0000000E-001
 1.6965620E+002,-6.4454800E-003,-7.5468581E-004, 1.5363160E-001,-8.0607712E-003, 1.3800297E-002, 9.0000000E-001
 1.7028865E+002,-6.4478166E-003,-7.7568025E-004, 1.5272773E-001,-1.5360484E-002, 8.1260055E-003, 9.0000000E-001
 1.7100016E+002,-6.4592059E-003,-7.7594372E-004, 1.5185732E-001,-1.7614214E-002, 6.0107326E-003, 9.0000000E-001
 1.7163262E+002,-6.4773363E-003,-7.5018601E-004, 1.5044506E-001,-1.3003711E-002, 1.0233200E-002, 9.0000000E-001
 1.7226508E+002,-6.4967265E-003,-6.9901820E-004, 1.4821136E-001,-3.9652058E-003, 1.8676814E-002, 9.0000000E-001
 1.7289753E+002,-6.5148717E-003,-6.3886513E-004, 1.4503479E-001, 5.9017646E-003, 2.6834015E-002, 9.0000000E-001
 1.7352999E+002,-6.5271937E-003,-5.8697899E-004, 1.4198502E-001, 1.1992809E-002, 3.0913449E-002, 9.0000000E-001
 1.7416244E+002,-6.5301773E-003,-5.4235434E-004, 1.4055026E-001, 1.1146951E-002, 3.0273617E-002, 9.0000000E-001
 1.7487395E+002,-6.5242525E-003,-4.6974555E-004, 1.4066505E-001, 3.4058983E-003, 2.6540736E-002, 9.0000000E-001
 1.7550641E+002,-6.5135076E-003,-3.7381477E-004, 1.4043886E-001,-7.1332210E-003, 2.2551913E-002, 9.0000000E-001
 1.7613887E+002,-6.5035733E-003,-3.0565678E-004, 1.3823067E-001,-1.5489689E-002, 2.0313280E-002, 9.0000000E-001
 1.7677132E+002,-6.4985107E-003,-2.7663117E-004, 1.3385670E-001,-1.9528697E-002, 2.0204543E-002, 9.0000000E-001
 1.7740378E+002,-6.4985833E-003,-2.8171854E-004, 1.2832164E-001,-1.8679961E-002, 2.2369212E-002, 9.0000000E-001
 1.7803623E+002,-6.4990032E-003,-3.2982730E-004, 1.2316395E-001,-1.4560807E-002, 2.6495759E-002, 9.0000000E-001
 1.7866869E+002,-6.4959213E-003,-3.9769223E-004, 1.1978416E-001,-9.7472767E-003, 3.1318414E-002, 9.0000000E-001
 1.7938020E+002,-6.4920800E-003,-4.3016846E-004, 1.1889757E-001,-6.1386420E-003, 3.4800908E-002, 9.0000000E-001
 1.8001266E+002,-6.4940629E-003,-4.2993649E-004, 1.2007327E-001,-4.9356122E-003, 3.4826517E-002, 9.0000000E-001
 1.8064511E+002,-6.4994606E-003,-4.4190721E-004, 1.2135833E-001,-5.9605478E-003, 3.1792518E-002, 9.0000000E-001
 1.8127757E+002,-6.5012271E-003,-4.6598418E-004, 1.2107541E-001,-8.4769720E-003, 2.7587164E-002, 9.0000000E-001
 1.8191002E+002,-6.4948026E-003,-4.9431328E-004, 1.1879943E-001,-1.1436795E-002, 2.4122886E-002, 9.0000000E-001
 1.8254248E+002,-6.4800792E-003,-5.2299161E-004, 1.1584056E-001,-1.3269738E-002, 2.2431296E-002, 9.0000000E-001
 1.8325399E+002,-6.4619725E-003,-5.4027905E-004, 1.1468427E-001,-1.2088740E-002, 2.2438856E-002, 9.0000000E-001
 1.8388645E+002,-6.4490232E-003,-5.3402139E-004, 1.1802197E-001,-6.9143023E-003, 2.2992195E-002, 9.0000000E-001
 1.8451890E+002,-6.4461324E-003,-5.2657233E-004, 1.2599425E-001, 4.2508026E-004, 2.2210985E-002, 9.0000000E-001
 1.8515136E+002,-6.4536156E-003,-5.4593893E-004, 1.3617934E-001, 7.0421732E-003, 1.8882183E-002, 9.0000000E-001
 1.8578381E+002,-6.4690111E-003,-6.0400554E-004, 1.4386424E-001, 1.0248967E-002, 1.3678380E-002, 9.0000000E-001
 1.8641627E+002,-6.4877454E-003,-6.6219108E-004, 1.4542987E-001, 9.9261084E-003, 9.2332877E-003, 9.0000000E-001
 1.8712778E+002,-6.5022432E-003,-6.8532948E-004, 1.4108302E-001, 8.3373155E-003, 7.9022199E-003, 9.0000000E-001
 1.8776024E+002,-6.5080319E-003,-6.6762970E-004, 1.3515832E-001, 8.1360001E-003, 9.8362325E-003, 9.0000000E-001
 1.8839269E+002,-6.5148102E-003,-6.4119611E-004, 1.3194360E-001, 9.3171779E-003, 1.3143674E-002, 9.0000000E-001
 1.8902515E+002,-6.5287231E-003,-6.3808864E-004, 1.3285621E-001, 9.7322436E-003, 1.6209755E-002, 9.0000000E-001
 1.8965760E+002,-6.5435581E-003,-6.5156424E-004, 1.3818468E-001, 7.8565141E-003, 1.6813244E-002, 9.0000000E-001
 1.9029006E+002,-6.5495170E-003,-6.8605117E-004, 1.4672140E-001, 4.1305516E-003, 1.2422484E-002, 9.0000000E-001
 1.9092251E+002,-6.5475914E-003,-7.3737308E-004, 1.5551993E-001,-3.4719520E-004, 2.9490175E-003, 9.0000000E-001
 1.9163403E+002,-6.5461987E-003,-8.0270268E-004, 1.6120106E-001,-5.1290813E-003,-7.6640956E-003, 9.0000000E-001
 1.9226648E+002,-6.5520176E-003,-9.0332454E-004, 1.6161094E-001,-8.3867141E-003,-1.2056735E-002, 9.0000000E-001
 1.9289894E+002,-6.5638527E-003,-1.0131006E-003, 1.5917559E-001,-8.1368442E-003,-8.7911274E-003, 9.0000000E-001
 1.9353139E+002,-6.5726243E-003,-1.1101874E-003, 1.5788733E-001,-5.2981694E-003,-2.8657026E-003, 9.0000000E-001
 1.9416385E+002,-6.5707131E-003,-1.1961188E-003, 1.5961949E-001,-3.2289305E-003, 1.4325249E-003, 9.0000000E-001
 1.9479630E+002,-6.5599714E-003,-1.2798882E-003, 1.6270441E-001,-4.6675978E-003, 4.0936133E-003, 9.0000000E-001
 1.9550782E+002,-6.5455442E-003,-1.3910051E-003, 1.6341903E-001,-9.9229279E-003, 7.9067476E-003, 9.0000000E-001
 1.9614027E+002,-6.5320072E-003,-1.5249661E-003, 1.5931744E-001,-1.6356389E-002, 1.3527539E-002, 9.0000000E-001
 1.9677273E+002,-6.5198428E-003,-1.6495683E-003, 1.5249648E-001,-2.0227034E-002, 1.8617689E-002, 9.0000000E-001
 1.9740518E+002,-6.5053090E-003,-1.7390524E-003, 1.4628716E-001,-1.8481555E-002, 2.1685513E-002, 9.0000000E-001
 1.9803764E+002,-6.4877764E-003,-1.7562969E-003, 1.4320108E-001,-8.2545022E-003, 2.1927563E-002, 9.0000000E-001
 1.9867009E+002,-6.4671042E-003,-1.7066344E-003, 1.4286465E-001, 1.0343613E-002, 1.9756254E-002, 9.0000000E-001
 1.9938161E+002,-6.4384252E-003,-1.6012422E-003, 1.4179429E-001, 3.3370816E-002, 1.8357132E-002, 9.0000000E-001
 2.0001406E+002,-6.4045852E-003,-1.4597030E-003, 1.3728275E-001, 5.0926726E-002, 2.0911993E-002, 9.0000000E-001
 2.0064652E+002,-6.3752758E-003,-1.3189301E-003, 1.3200839E-001, 5.7228845E-002, 2.4233420E-002, 9.0000000E-001
 2.0127897E+002,-6.3558994E-003,-1.1970872E-003, 1.3109644E-001, 5.3695351E-002, 2.2527411E-002, 9.0000000E-001
 2.0191143E+002,-6.3481772E-003,-1.1121642E-003, 1.3808926E-001, 4.2823156E-002, 1.2428134E-002, 9.0000000E-001
 2.0254388E+002,-6.3450945E-003,-1.0448294E-003, 1.5044724E-001, 2.6851351E-002,-3.6532629E-003, 9.0000000E-001
 2.0317634E+002,-6.3395919E-003,-9.6223900E-004, 1.5962400E-001, 8.8954784E-003,-1.8865378E-002, 9.0000000E-001
 2.0388785E+002,-6.3315018E-003,-8.7553751E-004, 1.5748239E-001,-5.3698201E-003,-2.7770183E-002, 9.0000000E-001
 2.0452031E+002,-6.3295945E-003,-8.3249557E-004, 1.4545528E-001,-9.1966642E-003,-2.7223112E-002, 9.0000000E-001
 2.0515276E+002,-6.3417524E-003,-8.3598580E-004, 1.3439811E-001,-5.3543047E-003,-1.7690400E-002, 9.0000000E-001
 2.0578522E+002,-6.3674878E-003,-8.7173278E-004, 1.3018693E-001,-2.2488109E-003,-2.2488952E-003, 9.0000000E-001
 2.0641767E+002,-6.4033935E-003,-9.2096665E-004, 1.3184471E-001,-5.7015801E-003, 1.1757652E-002, 9.0000000E-001
 2.0705013E+002,-6.4433326E-003,-9.5050585E-004, 1.3480411E-001,-1.5233944E-002, 1.6489299E-002, 9.0000000E-001
 2.0776164E+002,-6.4813071E-003,-9.5254137E-004, 1.3562052E-001,-2.5785847E-002, 9.9257031E-003, 9.0000000E-001
 2.0839410E+002,-6.5068409E-003,-9.3940220E-004, 1.3380760E-001,-3.0330151E-002,-1.2069766E-003, 9.0000000E-001
 2.0902655E+002,-6.5148388E-003,-9.0475314E-004, 1.3250741E-001,-2.6770130E-002,-7.5661877E-003, 9.0000000E-001
 2.0965901E+002,-6.5058173E-003,-8.4168860E-004, 1.3516240E-001,-1.7887013E-002,-5.2193269E-003, 9.0000000E-001
 2.1029146E+002,-6.4844215E-003,-7.5745961E-004, 1.4224938E-001,-8.0263146E-003, 4.7987641E-003, 9.0000000E-001
 2.1092392E+002,-6.4613845E-003,-6.6745841E-004, 1.5027338E-001,-1.6780148E-003, 1.6848124E-002, 9.0000000E-001
 2.1163543E+002,-6.4419399E-003,-5.9525825E-004, 1.5474558E-001,-2.2565483E-003, 2.4149931E-002, 9.0000000E-001
 2.1226789E+002,-6.4267716E-003,-5.6853645E-004, 1.5253848E-001,-1.0009936E-002, 2.1286964E-002, 9.0000000E-001
 2.1290034E+002,-6.4157062E-003,-5.7968874E-004, 1.4471232E-001,-2.0555315E-002, 9.7388112E-003, 9.0000000E-001
 2.1353280E+002,-6.4119390E-003,-5.9902608E-004, 1.3415942E-001,-2.9668608E-002,-5.8924958E-003, 9.0000000E-001
 2.1416525E+002,-6.4225961E-003,-6.0203857E-004, 1.2433706E-001,-3.3818189E-002,-2.0858858E-002, 9.0000000E-001
 2.1479771E+002,-6.4483563E-003,-5.7423341E-004, 1.1746804E-001,-3.1347695E-002,-3.2825482E-002, 9.0000000E-001
 2.1543017E+002,-6.4827897E-003,-5.1217951E-004, 1.1338805E-001,-2.3093819E-002,-4.2346337E-002, 9.0000000E-001
 2.1614168E+002,-6.5214873E-003,-4.2391829E-004, 1.1016261E-001,-1.1550957E-002,-5.0750186E-002, 9.0000000E-001
 2.1677413E+002,-6.5569887E-003,-3.3036441E-004, 1.0696726E-001,-1.6317700E-003,-5.5911205E-002, 9.0000000E-001
 2.1740659E+002,-6.5837650E-003,-2.3576783E-004, 1.0493932E-001, 3.4930227E-003,-5.5081549E-002, 9.0000000E-001
 2.1803904E+002,-6.5963459E-003,-1.2596576E-004, 1.0534003E-001, 4.7047332E-003,-4.8597279E-002, 9.0000000E-001
 2.1867150E+002,-6.5902743E-003,-2.2143755E-005, 1.0833420E-001, 4.4385673E-003,-3.9490734E-002, 9.0000000E-001
 2.1930396E+002,-6.5728403E-003, 4.9221781E-005, 1.1244423E-001, 5.2209772E-003,-3.1225429E-002, 9.0000000E-001
 2.2001547E+002,-6.5551030E-003, 1.0077303E-004, 1.1588337E-001, 7.6857410E-003,-2.4867393E-002, 9.0000000E-001
 2.2064792E+002,-6.5423640E-003, 1.5115502E-004, 1.1710443E-001, 1.0105531E-002,-2.0068409E-002, 9.0000000E-001
 2.2128038E+002,-6.5322847E-003, 1.8853895E-004, 1.1613820E-001, 1.0510554E-002,-1.5367070E-002, 9.0000000E-001
 2.2191283E+002,-6.5249275E-003, 2.0757742E-004, 1.1426124E-001, 8.2242086E-003,-9.2299886E-003, 9.0000000E-001
 2.2254529E+002,-6.5229044E-003, 2.2359439E-004, 1.1368550E-001, 3.5338168E-003,-1.6943349E-003, 9.0000000E-001
 2.2317775E+002,-6.5284654E-003, 2.4921627E-004, 1.1698448E-001,-2.4009410E-003, 5.8954760E-003, 9.0000000E-001
 2.2388926E+002,-6.5393437E-003, 2.7717268E-004, 1.2558685E-001,-8.3466960E-003, 1.2097352E-002, 9.0000000E-001
 2.2452171E+002,-6.5446821E-003, 2.7114973E-004, 1.3624695E-001,-1.2285522E-002, 1.5535029E-002, 9.0000000E-001
 2.2515417E+002,-6.5379002E-003, 2.2625896E-004, 1.4354657E-001,-1.2652090E-002, 1.6514546E-002, 9.0000000E-001
 2.2578662E+002,-6.5223790E-003, 1.7579267E-004, 1.4513886E-001,-8.2606609E-003, 1.5952458E-002, 9.0000000E-001
 2.2641908E+002,-6.5059384E-003, 1.4586053E-004, 1.4106298E-001, 1.6471669E-003, 1.4265942E-002, 9.0000000E-001
 2.2705154E+002,-6.4910819E-003, 1.3962737E-004, 1.3406271E-001, 1.4634128E-002, 1.2240715E-002, 9.0000000E-001
 2.2776305E+002,-6.4753112E-003, 1.3165855E-004, 1.2774669E-001, 2.4772926E-002, 1.1064103E-002, 9.0000000E-001
 2.2839550E+002,-6.4613489E-003, 1.0778845E-004, 1.2547042E-001, 2.5157766E-002, 1.0853924E-002, 9.0000000E-001
 2.2902796E+002,-6.4484111E-003, 1.0109903E-004, 1.2674301E-001, 1.6857211E-002, 1.0258202E-002, 9.0000000E-001
 2.2966042E+002,-6.4327618E-003, 1.3184381E-004, 1.2838525E-001, 5.7132565E-003, 9.6690280E-003, 9.0000000E-001
 2.3029287E+002,-6.4161767E-003, 1.8034552E-004, 1.2766737E-001,-2.8524625E-003, 1.1695972E-002, 9.0000000E-001
 2.3092533E+002,-6.4007789E-003, 2.1656124E-004, 1.2421938E-001,-6.8226281E-003, 1.7871150E-002, 9.0000000E-001
 2.3155778E+002,-6.3894711E-003, 2.1997392E-004, 1.2011989E-001,-7.7621818E-003, 2.5337231E-002, 9.0000000E-001
 2.3226929E+002,-6.3881836E-003, 1.6686835E-004, 1.1777918E-001,-8.4354425E-003, 2.7933170E-002, 9.0000000E-001
 2.3290175E+002,-6.3994967E-003, 5.1316756E-005, 1.1837333E-001,-1.0783097E-002, 2.1050096E-002, 9.0000000E-001
 2.3353421E+002,-6.4181245E-003,-9.5831478E-005, 1.2089126E-001,-1.5041082E-002, 8.3136070E-003, 9.0000000E-001
 2.3416666E+002,-6.4364843E-003,-2.4695797E-004, 1.2394479E-001,-2.0065986E-002,-2.9071700E-003, 9.0000000E-001
 2.3479912E+002,-6.4495361E-003,-3.7246317E-004, 1.2742788E-001,-2.3608333E-002,-6.0395462E-003, 9.0000000E-001
 2.3543157E+002,-6.4570797E-003,-4.4089682E-004, 1.3246837E-001,-2.4341749E-002, 3.7153124E-004, 9.0000000E-001
 2.3614308E+002,-6.4611862E-003,-4.2940060E-004, 1.3940443E-001,-2.3131307E-002, 1.3201229E-002, 9.0000000E-001
 2.3677554E+002,-6.4614316E-003,-3.6925948E-004, 1.4521532E-001,-2.2852968E-002, 2.4128616E-002, 9.0000000E-001
 2.3740800E+002,-6.4593159E-003,-3.1250517E-004, 1.4711404E-001,-2.5886033E-002, 2.5681973E-002, 9.0000000E-001
 2.3804045E+002,-6.4578924E-003,-2.6207966E-004, 1.4527043E-001,-3.1730485E-002, 1.7135889E-002, 9.0000000E-001
 2.3867291E+002,-6.4564417E-003,-2.0738060E-004, 1.4119034E-001,-3.6302971E-002, 3.9227827E-003, 9.0000000E-001
 2.3930536E+002,-6.4535288E-003,-1.5449156E-004, 1.3735388E-001,-3.4818746E-002,-5.4329830E-003, 9.0000000E-001
 2.4001687E+002,-6.4479076E-003,-1.3175099E-004, 1.3661530E-001,-2.5884475E-002,-5.8092770E-003, 9.0000000E-001
 2.4064933E+002,-6.4385464E-003,-1.4287452E-004, 1.4072843E-001,-1.4850368E-002, 1.8113498E-003, 9.0000000E-001
 2.4128179E+002,-6.4305450E-003,-1.6175472E-004, 1.4747118E-001,-7.9097903E-003, 1.2006883E-002, 9.0000000E-001
 2.4191424E+002,-6.4276272E-003,-1.8536276E-004, 1.5272376E-001,-4.7237408E-003, 2.0894277E-002, 9.0000000E-001
 2.4254670E+002,-6.4294475E-003,-2.2323143E-004, 1.5300920E-001,-1.3063202E-003, 2.5226092E-002, 9.0000000E-001
 2.4317915E+002,-6.4336691E-003,-2.8671975E-004, 1.4945051E-001, 5.0690892E-003, 2.3146530E-002, 9.0000000E-001
 2.4381161E+002,-6.4398543E-003,-3.8866193E-004, 1.4644979E-001, 1.3149626E-002, 1.5446654E-002, 9.0000000E-001
 2.4452312E+002,-6.4489077E-003,-5.3376037E-004, 1.4498511E-001, 2.1393032E-002, 4.9906178E-003, 9.0000000E-001
 2.4515558E+002,-6.4590862E-003,-7.0301871E-004, 1.4076281E-001, 2.8206243E-002,-3.4134538E-003, 9.0000000E-001
 2.4578803E+002,-6.4656639E-003,-8.6005555E-004, 1.3079387E-001, 3.2213802E-002,-7.2504759E-003, 9.0000000E-001
 2.4642049E+002,-6.4688040E-003,-1.0057170E-003, 1.1718359E-001, 3.3404438E-002,-7.3335685E-003, 9.0000000E-001
 2.4705294E+002,-6.4716129E-003,-1.1647771E-003, 1.0481720E-001, 3.3104463E-002,-4.9697403E-003, 9.0000000E-001
 2.4768540E+002,-6.4773531E-003,-1.3222809E-003, 9.6372176E-002, 3.3487838E-002,-1.0519876E-003, 9.0000000E-001
 2.4839691E+002,-6.4862357E-003,-1.4904944E-003, 9.1399020E-002, 3.5778915E-002, 4.6700749E-003, 9.0000000E-001
 2.4902937E+002,-6.4955848E-003,-1.6543868E-003, 8.9183342E-002, 3.8975335E-002, 1.1780414E-002, 9.0000000E-001
 2.4966182E+002,-6.5052046E-003,-1.7882822E-003, 8.9180639E-002, 4.0618980E-002, 1.9196688E-002, 9.0000000E-001
 2.5029428E+002,-6.5161333E-003,-1.9146307E-003, 9.1215178E-002, 3.8630805E-002, 2.6422692E-002, 9.0000000E-001
 2.5092673E+002,-6.5285795E-003,-2.0573661E-003, 9.4947921E-002, 3.1861340E-002, 3.2340675E-002, 9.0000000E-001
 2.5155919E+002,-6.5397419E-003,-2.1963878E-003, 9.9173579E-002, 2.1500658E-002, 3.5697033E-002, 9.0000000E-001
 2.5227070E+002,-6.5451992E-003,-2.2922588E-003, 1.0254755E-001, 1.0295452E-002, 3.5397954E-002, 9.0000000E-001
 2.5290316E+002,-6.5405290E-003,-2.3183526E-003, 1.0412679E-001, 2.5052878E-003, 3.1343265E-002, 9.0000000E-001
 2.5353561E+002,-6.5248584E-003,-2.3175193E-003, 1.0440655E-001,-2.5078503E-004, 2.5243419E-002, 9.0000000E-001
 2.5416807E+002,-6.5051658E-003,-2.3218593E-003, 1.0419522E-001, 9.2831680E-004, 1.8626637E-002, 9.0000000E-001
 2.5480052E+002,-6.4878224E-003,-2.3187483E-003, 1.0364434E-001, 4.7341393E-003, 1.2940021E-002, 9.0000000E-001
 2.5543298E+002,-6.4732182E-003,-2.3146680E-003, 1.0248944E-001, 9.5114878E-003, 9.1567755E-003, 9.0000000E-001
